Product Name,Categories,Date of Report,Average Position,Clicks,Leads,Money Spent ($),Channel,Location,Prospects,Paid,Paid Date
Omnify,Class Registration,19-Nov-20,18,1,,2,Capterra,UNITED STATES,,,
Omnify,Coaching,19-Nov-20,8,2,,4,Capterra,UNITED STATES,,,
Omnify,Fitness,19-Nov-20,17,2,,4,GetApp,AUSTRALIA,,,
Omnify,Fitness,19-Nov-20,33,2,,4,Capterra,UNITED STATES,,,
Omnify,Membership Management,19-Nov-20,29,1,,2,Capterra,AUSTRALIA,,,
Omnify,Personal Trainer,19-Nov-20,20,1,,2,GetApp,CANADA,,,
Omnify,Reservations,19-Nov-20,1,2,,5,GetApp,SINGAPORE,,,
Omnify,Reservations,19-Nov-20,1,1,,3,Capterra,SINGAPORE,,,
Omnify,Reservations,19-Nov-20,8,1,,4.25,GetApp,UNITED STATES,,,
Omnify,Spa,19-Nov-20,6,1,,8.5,GetApp,UNITED STATES,,,
Omnify,Swim School,19-Nov-20,1,1,,4.25,Capterra,AUSTRALIA,,,
Omnify,Camp Management,20-Nov-20,3,1,,2,Capterra,UNITED KINGDOM,,,
Omnify,Class Registration,20-Nov-20,5,1,,2,Capterra,UNITED KINGDOM,,,
Omnify,Club Management,20-Nov-20,22,1,,2,GetApp,AUSTRALIA,,,
Omnify,Coaching,20-Nov-20,12,1,,2,Capterra,CANADA,,,
Omnify,Coaching,20-Nov-20,1,1,1,2,GetApp,UNITED STATES,,,
Omnify,Coaching,20-Nov-20,9.5,2,,4,Capterra,UNITED STATES,,,
Omnify,Fitness,20-Nov-20,1,1,,2.75,Capterra,SINGAPORE,,,
Omnify,Fitness,20-Nov-20,30,1,,2,GetApp,UNITED STATES,,,
Omnify,Membership Management,20-Nov-20,45,1,,2,GetApp,CANADA,,,
Omnify,Membership Management,20-Nov-20,36,1,,2,Capterra,UNITED KINGDOM,,,
Omnify,Music School,20-Nov-20,14,1,,2,Capterra,UNITED STATES,,,
Omnify,Personal Trainer,20-Nov-20,22,1,,2,GetApp,UNITED STATES,,,
Omnify,Reservations,20-Nov-20,1,1,,2.5,GetApp,SINGAPORE,,,
Omnify,Reservations,20-Nov-20,20,1,,2,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,20-Nov-20,8,2,,21,Capterra,UNITED STATES,,,
Omnify,Reservations,20-Nov-20,8,1,,4.25,GetApp,UNITED STATES,,,
Omnify,Swim School,20-Nov-20,1,1,,2,GetApp,UNITED STATES,,,
Omnify,Camp Management,21-Nov-20,8,1,,2,GetApp,CANADA,,,
Omnify,Class Registration,21-Nov-20,16,1,,2,Capterra,UNITED STATES,,,
Omnify,Coaching,21-Nov-20,12,1,,2,Capterra,CANADA,,,
Omnify,Coaching,21-Nov-20,11,1,,2,Capterra,UNITED STATES,,,
Omnify,Membership Management,21-Nov-20,2,1,,2,Capterra,UNITED STATES,,,
Omnify,Reservations,21-Nov-20,2,2,,31,Capterra,UNITED STATES,,,
Omnify,Reservations,21-Nov-20,6,2,,20.5,GetApp,UNITED STATES,,,
Omnify,Scheduling,21-Nov-20,5,1,,2.5,GetApp,SINGAPORE,,,
Omnify,Scheduling,21-Nov-20,41,1,,2,GetApp,UNITED KINGDOM,,,
Omnify,Camp Management,22-Nov-20,8,1,,2,GetApp,CANADA,,,
Omnify,Camp Management,22-Nov-20,1,1,,2,Software Advice,UNITED STATES,,,
Omnify,Class Registration,22-Nov-20,16,1,,2,Capterra,UNITED STATES,,,
Omnify,Coaching,22-Nov-20,11,1,,2,Capterra,AUSTRALIA,,,
Omnify,Coaching,22-Nov-20,3,2,,15.5,Capterra,UNITED STATES,,,
Omnify,Coaching,22-Nov-20,12,1,,2,Capterra,UNITED KINGDOM,,,
Omnify,Gymnastics,22-Nov-20,18,1,,2,Capterra,UNITED STATES,,,
Omnify,Membership Management,22-Nov-20,4,1,,2.75,Capterra,SINGAPORE,,,
Omnify,Membership Management,22-Nov-20,35,1,,2,Capterra,UNITED KINGDOM,,,
Omnify,Membership Management,22-Nov-20,32,1,,2,GetApp,UNITED KINGDOM,,,
Omnify,Membership Management,22-Nov-20,64,1,,2,Capterra,UNITED STATES,,,
Omnify,Parks and Recreation,22-Nov-20,16,1,,2,Capterra,UNITED STATES,,,
Omnify,Personal Trainer,22-Nov-20,21,1,,2,GetApp,UNITED STATES,,,
Omnify,Reservations,22-Nov-20,2,1,,15.5,Capterra,UNITED STATES,,,
Omnify,Scheduling,22-Nov-20,38,1,,2,GetApp,AUSTRALIA,,,
Omnify,Scheduling,22-Nov-20,5,1,,2.5,GetApp,SINGAPORE,,,
Omnify,Scheduling,22-Nov-20,16,1,,2,Capterra,UNITED STATES,,,
Omnify,Spa,22-Nov-20,1,1,,3.25,Capterra,SINGAPORE,,,
Omnify,Swim School,22-Nov-20,5,1,,2,Capterra,AUSTRALIA,,,
Omnify,Venue Management,22-Nov-20,13,1,,2,Capterra,UNITED STATES,,,
Omnify,Camp Management,23-Nov-20,8,2,,4,GetApp,CANADA,,,
Omnify,Coaching,23-Nov-20,12,1,,2,Capterra,UNITED KINGDOM,,,
Omnify,Coaching,23-Nov-20,11,1,,2,GetApp,UNITED KINGDOM,,,
Omnify,Coaching,23-Nov-20,2,1,,7.75,Capterra,UNITED STATES,,,
Omnify,Dance Studio,23-Nov-20,29,1,,2,GetApp,UNITED STATES,,,
Omnify,Music School,23-Nov-20,13,1,,2,Capterra,UNITED STATES,,,
Omnify,Personal Trainer,23-Nov-20,17,1,,2,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,23-Nov-20,2,1,,2.5,GetApp,SINGAPORE,,,
Omnify,Reservations,23-Nov-20,12.29,7,,108.5,Capterra,UNITED STATES,,,
Omnify,Class Registration,23-Nov-20,1,1,1,4,Software Advice,UNITED STATES,1,"$1,794",2-Dec-20
Omnify,Coaching,24-Nov-20,2,2,,15.5,Capterra,UNITED STATES,,,
Omnify,Dance Studio,24-Nov-20,1,1,,2,GetApp,UNITED KINGDOM,,,
Omnify,Dance Studio,24-Nov-20,1,1,,2,GetApp,UNITED STATES,,,
Omnify,Reservations,24-Nov-20,16,1,,2,GetApp,AUSTRALIA,,,
Omnify,Reservations,24-Nov-20,2,1,,2.5,GetApp,SINGAPORE,,,
Omnify,Reservations,24-Nov-20,3,6,,93,Capterra,UNITED STATES,,,
Omnify,Reservations,24-Nov-20,6,1,,10.25,GetApp,UNITED STATES,,,
Omnify,Yoga Studio,24-Nov-20,19,1,,2,GetApp,UNITED KINGDOM,,,
Omnify,Coaching,25-Nov-20,5,1,,2,Capterra,SINGAPORE,,,
Omnify,Coaching,25-Nov-20,2,1,,7.75,Capterra,UNITED STATES,,,
Omnify,Membership Management,25-Nov-20,46,1,,2,GetApp,CANADA,,,
Omnify,Reservations,25-Nov-20,2,2,,31,Capterra,UNITED STATES,,,
Omnify,Yoga Studio,25-Nov-20,1,1,,2.75,GetApp,SINGAPORE,,,
Omnify,Membership Management,26-Nov-20,2,1,,2,Capterra,UNITED STATES,,,
Omnify,Reservations,26-Nov-20,2,1,,2.5,GetApp,SINGAPORE,,,
Omnify,Reservations,26-Nov-20,2,1,,15.5,Capterra,UNITED STATES,,,
Omnify,Yoga Studio,26-Nov-20,1,1,,2.75,GetApp,SINGAPORE,,,
Omnify,Yoga Studio,26-Nov-20,5,1,,2.25,Capterra,UNITED STATES,,,
Omnify,Coaching,27-Nov-20,2,1,,7.75,Capterra,UNITED STATES,,,
Omnify,Membership Management,27-Nov-20,2,1,,2,Capterra,UNITED STATES,,,
Omnify,Reservations,27-Nov-20,28,1,,2,GetApp,CANADA,,,
Omnify,Reservations,27-Nov-20,5,1,,10.25,GetApp,UNITED STATES,,,
Omnify,Reservations,27-Nov-20,2,1,,15.5,Capterra,UNITED STATES,,,
Omnify,Coaching,28-Nov-20,2,1,,3.5,Capterra,AUSTRALIA,,,
Omnify,Coaching,28-Nov-20,2,2,,15.5,Capterra,UNITED STATES,,,
Omnify,Dance Studio,28-Nov-20,21,1,,2,GetApp,AUSTRALIA,,,
Omnify,Membership Management,28-Nov-20,20,2,,20.5,Capterra,UNITED STATES,,,
Omnify,Reservations,28-Nov-20,1,1,,3,Capterra,SINGAPORE,,,
Omnify,Reservations,28-Nov-20,8,1,,7.5,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,28-Nov-20,9,1,,7.5,Capterra,UNITED KINGDOM,,,
Omnify,Coaching,29-Nov-20,2,1,,3.5,Capterra,AUSTRALIA,,,
Omnify,Coaching,29-Nov-20,2,1,,7.75,Capterra,UNITED STATES,,,
Omnify,Dance Studio,29-Nov-20,6,1,,16.5,Capterra,UNITED STATES,,,
Omnify,Membership Management,29-Nov-20,4,1,,2.75,Capterra,SINGAPORE,,,
Omnify,Membership Management,29-Nov-20,20,1,,10.25,Capterra,UNITED STATES,,,
Omnify,Reservations,29-Nov-20,8,1,,7.5,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,29-Nov-20,9,1,,7.5,Capterra,UNITED KINGDOM,,,
Omnify,Yoga Studio,29-Nov-20,3,1,,14.25,GetApp,UNITED STATES,,,
Omnify,Coaching,30-Nov-20,3,1,,3.25,Capterra,CANADA,,,
Omnify,Coaching,30-Nov-20,1,1,,6.5,GetApp,UNITED STATES,,,
Omnify,Coaching,30-Nov-20,4,2,,15.5,Capterra,UNITED STATES,,,
Omnify,Coaching,30-Nov-20,1,1,1,2.75,Capterra,SINGAPORE,,,
Omnify,Membership Management,30-Nov-20,11,1,,5.25,Capterra,AUSTRALIA,,,
Omnify,Membership Management,30-Nov-20,9,1,,5.5,GetApp,UNITED KINGDOM,,,
Omnify,Membership Management,30-Nov-20,9.83,6,,55.5,Capterra,UNITED KINGDOM,,,
Omnify,Membership Management,30-Nov-20,20,1,,10.25,Capterra,UNITED STATES,,,
Omnify,Reservations,30-Nov-20,1,1,,2.75,GetApp,SINGAPORE,,,
Omnify,Reservations,30-Nov-20,4,1,,10.5,GetApp,UNITED STATES,,,
Omnify,Reservations,30-Nov-20,7,2,,15,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,30-Nov-20,6,2,,21,Capterra,UNITED STATES,,,
Omnify,Yoga Studio,30-Nov-20,7,1,,10.75,Capterra,UNITED STATES,,,
Omnify,Class Registration,1-Dec-20,11,1,,2,Capterra,CANADA,,,
Omnify,Coaching,1-Dec-20,4,1,,3.25,Capterra,CANADA,,,
Omnify,Coaching,1-Dec-20,4,1,,4.25,GetApp,UNITED KINGDOM,,,
Omnify,Membership Management,1-Dec-20,5,1,,8.75,GetApp,AUSTRALIA,,,
Omnify,Membership Management,1-Dec-20,24,1,,10.25,Capterra,UNITED STATES,,,
Omnify,Membership Management,1-Dec-20,12,1,,9.25,Capterra,UNITED KINGDOM,,,
Omnify,Membership Management,1-Dec-20,11,1,,5.5,GetApp,UNITED KINGDOM,,,
Omnify,Membership Management,1-Dec-20,4,1,,2.75,Capterra,SINGAPORE,,,
Omnify,Reservations,1-Dec-20,8,1,,7.5,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,1-Dec-20,8,2,,21,Capterra,UNITED STATES,,,
Omnify,Reservations,1-Dec-20,5,1,,10.5,GetApp,UNITED STATES,,,
Omnify,Yoga Studio,1-Dec-20,8,1,,10.75,Capterra,UNITED STATES,,,
Omnify,Coaching,2-Dec-20,2,2,,9,Capterra,UNITED KINGDOM,,,
Omnify,Coaching,2-Dec-20,1.5,2,,15,Capterra,UNITED STATES,,,
Omnify,Membership Management,2-Dec-20,12,2,,18.5,Capterra,UNITED KINGDOM,,,
Omnify,Membership Management,2-Dec-20,25,2,,20.5,Capterra,UNITED STATES,,,
Omnify,Membership Management,2-Dec-20,15,1,,10.25,GetApp,UNITED STATES,,,
Omnify,Membership Management,2-Dec-20,11,1,,5.5,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,2-Dec-20,5,1,,5.75,Capterra,AUSTRALIA,,,
Omnify,Reservations,2-Dec-20,5,3,,31.5,GetApp,UNITED STATES,,,
Omnify,Reservations,2-Dec-20,8,2,,21,Capterra,UNITED STATES,,,
Omnify,Reservations,2-Dec-20,8,1,,7.5,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,2-Dec-20,5,1,,4.75,GetApp,CANADA,,,
Omnify,Yoga Studio,2-Dec-20,4,1,,2.75,Capterra,SINGAPORE,,,
Omnify,Class Registration,3-Dec-20,7,2,1,20.5,Capterra,UNITED STATES,,,
Omnify,Membership Management,3-Dec-20,11,1,,5.25,Capterra,AUSTRALIA,,,
Omnify,Membership Management,3-Dec-20,2,1,1,10.25,Capterra,UNITED STATES,,,
Omnify,Membership Management,3-Dec-20,15,1,,10.25,GetApp,UNITED STATES,,,
Omnify,Membership Management,3-Dec-20,10,1,,5.5,GetApp,UNITED KINGDOM,,,
Omnify,Membership Management,3-Dec-20,6,2,,6.5,Capterra,CANADA,,,
Omnify,Reservations,3-Dec-20,8,1,,7.5,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,3-Dec-20,5,1,,10.5,GetApp,UNITED STATES,,,
Omnify,Yoga Studio,3-Dec-20,1,1,,2.75,Capterra,SINGAPORE,,,
Omnify,Class Registration,4-Dec-20,7.33,3,,30.75,Capterra,UNITED STATES,,,
Omnify,Class Registration,4-Dec-20,4,1,,10.5,GetApp,UNITED STATES,,,
Omnify,Coaching,4-Dec-20,2,1,1,7.5,Capterra,UNITED STATES,,,
Omnify,Dance Studio,4-Dec-20,10,2,,24.5,Capterra,UNITED STATES,,,
Omnify,Membership Management,4-Dec-20,6,1,,8,GetApp,CANADA,,,
Omnify,Membership Management,4-Dec-20,25,1,,10.25,Capterra,UNITED STATES,,,
Omnify,Membership Management,4-Dec-20,10,1,,5.5,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,4-Dec-20,1,1,,2.75,GetApp,SINGAPORE,,,
Omnify,Reservations,4-Dec-20,8,1,,10.5,Capterra,UNITED STATES,,,
Omnify,Yoga Studio,4-Dec-20,10,1,,3,Capterra,UNITED KINGDOM,,,
Omnify,Class Registration,5-Dec-20,1,1,,5.25,Capterra,UNITED KINGDOM,,,
Omnify,Class Registration,5-Dec-20,5,1,,10.25,Capterra,UNITED STATES,,,
Omnify,Coaching,5-Dec-20,1,1,,4,GetApp,UNITED STATES,,,
Omnify,Membership Management,5-Dec-20,4,1,,2.75,Capterra,SINGAPORE,,,
Omnify,Reservations,5-Dec-20,8,1,,10.5,Capterra,UNITED STATES,,,
Omnify,Class Registration,6-Dec-20,6,1,,10.25,Capterra,UNITED STATES,,,
Omnify,Coaching,6-Dec-20,6,2,,15,Capterra,UNITED STATES,,,
Omnify,Coaching,6-Dec-20,1,1,,4,GetApp,UNITED STATES,,,
Omnify,Membership Management,6-Dec-20,15,1,,10.25,GetApp,UNITED STATES,,,
Omnify,Membership Management,6-Dec-20,25,1,,10.25,Capterra,UNITED STATES,,,
Omnify,Yoga Studio,6-Dec-20,8,1,,5.25,Capterra,CANADA,,,
Omnify,Yoga Studio,6-Dec-20,9,1,,7.25,Capterra,UNITED STATES,,,
Omnify,Class Registration,7-Dec-20,1,1,,8.5,Capterra,CANADA,,,
Omnify,Class Registration,7-Dec-20,7,1,,10.5,Capterra,UNITED STATES,,,
Omnify,Class Registration,7-Dec-20,1,3,1,15.75,Capterra,UNITED KINGDOM,,,
Omnify,Coaching,7-Dec-20,3.5,2,,15,Capterra,UNITED STATES,,,
Omnify,Coaching,7-Dec-20,2,1,,4,GetApp,UNITED STATES,,,
Omnify,Membership Management,7-Dec-20,7,1,,10,Capterra,AUSTRALIA,,,
Omnify,Membership Management,7-Dec-20,4,1,,2.75,Capterra,SINGAPORE,,,
Omnify,Membership Management,7-Dec-20,12,1,,9.75,Capterra,CANADA,,,
Omnify,Membership Management,7-Dec-20,5,1,,8.75,GetApp,AUSTRALIA,,,
Omnify,Reservations,7-Dec-20,5,1,,5.75,Capterra,AUSTRALIA,,,
Omnify,Reservations,7-Dec-20,5,3,,34.5,GetApp,UNITED STATES,,,
Omnify,Reservations,7-Dec-20,9,2,,20.8,Capterra,UNITED STATES,,,
Omnify,Class Registration,8-Dec-20,1,1,,5.5,Capterra,AUSTRALIA,,,
Omnify,Class Registration,8-Dec-20,2,1,,12.75,GetApp,UNITED STATES,,,
Omnify,Class Registration,8-Dec-20,6,1,,10.5,Capterra,UNITED STATES,,,
Omnify,Coaching,8-Dec-20,2,1,,5.75,Capterra,AUSTRALIA,,,
Omnify,Coaching,8-Dec-20,2,1,,4.5,Capterra,UNITED KINGDOM,,,
Omnify,Coaching,8-Dec-20,2,1,,5,Capterra,CANADA,,,
Omnify,Dance Studio,8-Dec-20,6,2,,6.5,GetApp,AUSTRALIA,,,
Omnify,Membership Management,8-Dec-20,7.5,2,,20,Capterra,AUSTRALIA,,,
Omnify,Membership Management,8-Dec-20,5,1,,8.75,GetApp,AUSTRALIA,,,
Omnify,Membership Management,8-Dec-20,7,1,,8,GetApp,CANADA,,,
Omnify,Membership Management,8-Dec-20,8,1,,7.75,GetApp,UNITED KINGDOM,,,
Omnify,Membership Management,8-Dec-20,12,1,,10.15,Capterra,UNITED KINGDOM,,,
Omnify,Membership Management,8-Dec-20,3,1,,10.75,Capterra,UNITED STATES,,,
Omnify,Reservations,8-Dec-20,4,1,,7.5,GetApp,CANADA,,,
Omnify,Reservations,8-Dec-20,1,1,,3.25,GetApp,SINGAPORE,,,
Omnify,Reservations,8-Dec-20,9,1,,7.5,Capterra,UNITED KINGDOM,,,
Omnify,Reservations,8-Dec-20,8,3,,22.5,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,8-Dec-20,8,1,,10.4,Capterra,UNITED STATES,,,
Omnify,Reservations,8-Dec-20,5,1,,12,GetApp,UNITED STATES,,,
Omnify,Class Registration,9-Dec-20,1,1,,5.5,Capterra,AUSTRALIA,,,
Omnify,Class Registration,9-Dec-20,8,1,,10.25,Capterra,UNITED STATES,,,
Omnify,Class Registration,9-Dec-20,1,1,1,8.5,Capterra,CANADA,,,
Omnify,Class Registration,9-Dec-20,1,1,,5.5,GetApp,AUSTRALIA,,,
Omnify,Coaching,9-Dec-20,2,1,,5,Capterra,CANADA,,,
Omnify,Dance Studio,9-Dec-20,10,1,,12.25,Capterra,UNITED STATES,,,
Omnify,Membership Management,9-Dec-20,8,1,,10,Capterra,AUSTRALIA,,,
Omnify,Membership Management,9-Dec-20,15,1,,10.25,GetApp,UNITED STATES,,,
Omnify,Membership Management,9-Dec-20,2,1,,7.75,GetApp,SINGAPORE,,,
Omnify,Membership Management,9-Dec-20,12,1,,9.75,Capterra,CANADA,,,
Omnify,Reservations,9-Dec-20,5,1,,2.5,GetApp,AUSTRALIA,,,
Omnify,Reservations,9-Dec-20,5,1,,5.75,Capterra,AUSTRALIA,,,
Omnify,Reservations,9-Dec-20,6,1,,12,Capterra,CANADA,,,
Omnify,Reservations,9-Dec-20,5,1,,12,GetApp,UNITED STATES,,,
Omnify,Reservations,9-Dec-20,8,2,,20.8,Capterra,UNITED STATES,,,
Omnify,Yoga Studio,9-Dec-20,9,1,,7.25,Capterra,UNITED STATES,,,
Omnify,Class Registration,10-Dec-20,1,1,,8.5,Capterra,CANADA,,,
Omnify,Class Registration,10-Dec-20,1,2,,10.5,Capterra,UNITED KINGDOM,,,
Omnify,Class Registration,10-Dec-20,2,1,,12.5,Software Advice,UNITED STATES,,,
Omnify,Class Registration,10-Dec-20,6,1,1,10.25,Capterra,UNITED STATES,1,,
Omnify,Coaching,10-Dec-20,3.67,3,,22.5,Capterra,UNITED STATES,,,
Omnify,Coaching,10-Dec-20,2,2,,11.5,Capterra,AUSTRALIA,,,
Omnify,Coaching,10-Dec-20,2,1,,5,Capterra,CANADA,,,
Omnify,Coaching,10-Dec-20,2,1,,4.5,Capterra,UNITED KINGDOM,,,
Omnify,Membership Management,10-Dec-20,8,1,,7.75,GetApp,UNITED KINGDOM,,,
Omnify,Membership Management,10-Dec-20,19.5,2,1,21.5,Capterra,UNITED STATES,1,,
Omnify,Parks and Recreation,10-Dec-20,12,1,,9.6,GetApp,UNITED STATES,,,
Omnify,Parks and Recreation,10-Dec-20,4,1,,6.25,Capterra,CANADA,,,
Omnify,Reservations,10-Dec-20,8,2,,20.8,Capterra,UNITED STATES,,,
Omnify,Reservations,10-Dec-20,1,1,,3.5,Capterra,SINGAPORE,,,
Omnify,Reservations,10-Dec-20,1,1,,3.25,GetApp,SINGAPORE,,,
Omnify,Reservations,10-Dec-20,5,2,,11.5,Capterra,AUSTRALIA,,,
Omnify,Reservations,10-Dec-20,5,2,,24,GetApp,UNITED STATES,,,
Omnify,Class Registration,11-Dec-20,1,1,,5.25,Capterra,UNITED KINGDOM,,,
Omnify,Class Registration,11-Dec-20,3,1,,12.5,Software Advice,UNITED STATES,,,
Omnify,Coaching,11-Dec-20,3.5,2,,15,Capterra,UNITED STATES,,,
Omnify,Membership Management,11-Dec-20,8,2,,16,GetApp,CANADA,,,
Omnify,Parks and Recreation,11-Dec-20,4,4,,25,GetApp,CANADA,,,
Omnify,Parks and Recreation,11-Dec-20,8,1,,10,Capterra,UNITED STATES,,,
Omnify,Parks and Recreation,11-Dec-20,4,1,,6.25,Capterra,CANADA,,,
Omnify,Reservations,11-Dec-20,5,1,,5.75,Capterra,AUSTRALIA,,,
Omnify,Reservations,11-Dec-20,5,1,,12,GetApp,UNITED STATES,,,
Omnify,Reservations,11-Dec-20,8,1,,7.5,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,11-Dec-20,1,2,,6.5,GetApp,SINGAPORE,,,
Omnify,Reservations,11-Dec-20,4,1,,7.5,GetApp,CANADA,,,
Omnify,Class Registration,12-Dec-20,1,1,1,8.5,Capterra,CANADA,1,$980,1-Jan-21
Omnify,Class Registration,12-Dec-20,6.5,2,,21,Capterra,UNITED STATES,,,
Omnify,Class Registration,12-Dec-20,1,1,,5.25,Capterra,UNITED KINGDOM,,,
Omnify,Coaching,12-Dec-20,1,1,,5.75,GetApp,AUSTRALIA,,,
Omnify,Membership Management,12-Dec-20,8,1,,10,Capterra,AUSTRALIA,,,
Omnify,Membership Management,12-Dec-20,4,1,,2.75,Capterra,SINGAPORE,,,
Omnify,Membership Management,12-Dec-20,12,2,,20.3,Capterra,UNITED KINGDOM,,,
Omnify,Membership Management,12-Dec-20,23,1,,10.75,Capterra,UNITED STATES,,,
Omnify,Reservations,12-Dec-20,8,1,,7.5,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,12-Dec-20,5,2,1,24,GetApp,UNITED STATES,,,
Omnify,Class Registration,13-Dec-20,1,1,,2.25,Capterra,SINGAPORE,,,
Omnify,Coaching,13-Dec-20,0,1,,5.75,Capterra,AUSTRALIA,,,
Omnify,Coaching,13-Dec-20,11,1,,5,Capterra,CANADA,,,
Omnify,Membership Management,13-Dec-20,8,1,,10,Capterra,AUSTRALIA,,,
Omnify,Membership Management,13-Dec-20,8,1,,10.75,Capterra,UNITED STATES,,,
Omnify,Reservations,13-Dec-20,5,1,,2.5,GetApp,AUSTRALIA,,,
Omnify,Reservations,13-Dec-20,4,1,,7.5,GetApp,CANADA,,,
Omnify,Reservations,13-Dec-20,1,2,,6.5,GetApp,SINGAPORE,,,
Omnify,Reservations,13-Dec-20,5,1,,12,GetApp,UNITED STATES,,,
Omnify,Yoga Studio,13-Dec-20,1,1,,2.75,Capterra,SINGAPORE,,,
Omnify,Class Registration,14-Dec-20,1,1,,10.25,Capterra,UNITED STATES,,,
Omnify,Coaching,14-Dec-20,4,2,,14.5,Capterra,UNITED STATES,,,
Omnify,Parks and Recreation,14-Dec-20,8,1,,10,Capterra,UNITED STATES,,,
Omnify,Reservations,14-Dec-20,5,1,,2.5,GetApp,AUSTRALIA,,,
Omnify,Reservations,14-Dec-20,6,1,,12,Capterra,CANADA,,,
Omnify,Reservations,14-Dec-20,5,1,,12,GetApp,UNITED STATES,,,
Omnify,Reservations,14-Dec-20,8,2,,20.8,Capterra,UNITED STATES,,,
Omnify,Yoga Studio,14-Dec-20,10,1,,3,Capterra,UNITED KINGDOM,,,
Omnify,Class Registration,15-Dec-20,1,1,,5.25,Capterra,UNITED KINGDOM,,,
Omnify,Class Registration,15-Dec-20,3,1,,12.25,Software Advice,UNITED STATES,,,
Omnify,Class Registration,15-Dec-20,3,2,,26.5,GetApp,UNITED STATES,,,
Omnify,Class Registration,15-Dec-20,5.33,3,,33.5,Capterra,UNITED STATES,,,
Omnify,Coaching,15-Dec-20,2,1,,5,Capterra,CANADA,,,
Omnify,Coaching,15-Dec-20,4,2,,14.5,Capterra,UNITED STATES,,,
Omnify,Membership Management,15-Dec-20,8,3,,30,Capterra,AUSTRALIA,,,
Omnify,Membership Management,15-Dec-20,12,2,,20.5,GetApp,UNITED STATES,,,
Omnify,Membership Management,15-Dec-20,8,1,,10.75,Capterra,UNITED STATES,,,
Omnify,Reservations,15-Dec-20,5,3,,7.5,GetApp,AUSTRALIA,,,
Omnify,Reservations,15-Dec-20,4,2,,15,GetApp,CANADA,,,
Omnify,Reservations,15-Dec-20,6,1,,12,Capterra,CANADA,,,
Omnify,Reservations,15-Dec-20,1,4,,13,GetApp,SINGAPORE,,,
Omnify,Reservations,15-Dec-20,8,1,,10.4,Capterra,UNITED STATES,,,
Omnify,Class Registration,16-Dec-20,1,2,,17,Capterra,CANADA,,,
Omnify,Class Registration,16-Dec-20,8,2,,20.5,Capterra,UNITED STATES,,,
Omnify,Coaching,16-Dec-20,2,1,,4.5,Capterra,UNITED KINGDOM,,,
Omnify,Coaching,16-Dec-20,2,1,,4,GetApp,UNITED STATES,,,
Omnify,Fitness,16-Dec-20,22,2,,23.5,Capterra,UNITED STATES,,,
Omnify,Membership Management,16-Dec-20,8,1,,10,Capterra,AUSTRALIA,,,
Omnify,Membership Management,16-Dec-20,23,2,,21.5,Capterra,UNITED STATES,,,
Omnify,Membership Management,16-Dec-20,6,1,,8.75,GetApp,AUSTRALIA,,,
Omnify,Parks and Recreation,16-Dec-20,5,1,,9.6,GetApp,UNITED STATES,,,
Omnify,Reservations,16-Dec-20,5,1,,5.75,Capterra,AUSTRALIA,,,
Omnify,Reservations,16-Dec-20,8,1,,10.4,Capterra,UNITED STATES,,,
Omnify,Reservations,16-Dec-20,25,1,,2,GetApp,UNITED KINGDOM,,,
Omnify,Reservations,16-Dec-20,15,1,,2,GetApp,SINGAPORE,,,
Omnify,Reservations,16-Dec-20,1,1,,3.5,Capterra,SINGAPORE,,,
Omnify,Reservations,16-Dec-20,4,1,,7.5,GetApp,CANADA,,,
Omnify,Scheduling,16-Dec-20,7,1,1,3,Capterra,SINGAPORE,1,,
Omnify,Scheduling,16-Dec-20,21,1,,7.25,Capterra,UNITED STATES,,,
Omnify,Class Registration,17-Dec-20,6.5,4,1,41,Capterra,UNITED STATES,1,,
Omnify,Class Registration,17-Dec-20,3,2,,26.5,GetApp,UNITED STATES,,,
Omnify,Fitness,17-Dec-20,7,1,,10,Capterra,CANADA,,,
Omnify,Fitness,17-Dec-20,4,1,,9,GetApp,UNITED STATES,,,
Omnify,Fitness,17-Dec-20,8,2,,23.5,Capterra,UNITED STATES,,,
Omnify,Fitness,17-Dec-20,1,1,,3.25,Capterra,SINGAPORE,,,
Omnify,Membership Management,17-Dec-20,8,1,,8,GetApp,CANADA,,,
Omnify,Membership Management,17-Dec-20,12,1,,10.15,Capterra,UNITED KINGDOM,,,
Omnify,Parks and Recreation,17-Dec-20,5,1,,9.6,GetApp,UNITED STATES,,,
Omnify,Reservations,17-Dec-20,15,1,,2,GetApp,SINGAPORE,,,
Omnify,Reservations,17-Dec-20,8,2,,20.8,Capterra,UNITED STATES,,,
Omnify,Reservations,17-Dec-20,5,1,,10.4,GetApp,UNITED STATES,,,
Omnify,Scheduling,17-Dec-20,6,2,,7,Capterra,SINGAPORE,,,
